ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,UniqueIDPriorSystem,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone1Type,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone2Type,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone3Type,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone4Type,Phone5Number,Phone5Name,Phone5Description,Phone5IsPrivate,Phone5Type,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,AvailabilityPeriod,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers,HighlightedResource,LastVerifiedOn,LastVerifiedByName,LastVerifiedByTitle,LastVerifiedByPhoneNumber,LastVerifiedByEmailAddress,LastVerificationApprovedBy,AvailableForDirectory,AvailableForReferral,AvailableForResearch,PreferredProvider,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,CurrentWorkflowStepCode,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_rqa,Max Of rowid,Tax
10599252,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,SFGH,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,10599251,,Site3621,,"1001 Potrero Avenue, Suite 2A5",,San Francisco,CA,94110,United States,,1001 Potrero Avenue,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.sfdph.org/dph/comupg/oservices/medSvs/SFGH/default.asp,Active,,,10599252,,,,,,,,,,Susan Currin,Chief Executive Officer,,,,Rachael Kagan,Director of Communications,Rachael.Kagan@sfdph.org,415-206-3170,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,Cross street(s): 23rd Street,"MUNI - 9 San Bruno, 33 Stanyan, 47 Van Ness, 48 Quintara/24th Street. SAMTRANS - 7M. Free shuttle from BART 24th Street Station",,,,,,,,,,,,,,,,,,6/19/06,10/4/11,,,,,6/17/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599258,MOBILE EYE SERVICE,,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,10599251,,Site5741,,,,,,,United States,,1001 Potrero Avenue,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inactive,,,10599258,,,,,,,,,,Sharon Martinez,Director of Operations,smartinez@sfgh.ucsf.edu,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,4/29/09,4/30/09,,"4/30/2009 Site and Service moved to UWBA2361, Community Health Network. Marked inactive, recommended for deletion -ZD",,,6/17/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599253,NURSE MIDWIFERY SERVICE OF SAN FRANCISCO FAMILY PLANNING,SFGH,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,10599251,,Site2392,,,,,,,United States,,"1001 Potrero Avenue, Ward 6D, Room 621",,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8:30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,CityCounty,,10599253,,,,,,,,,,Leslie Cragin,NMW Service,,,,Leslie Cragin,Director,,,,,,,,,,,,No,No,Special parking; Restroom accessible; Building entrance accessible; All floors accessible;,Cross street(s): 23rd Street,"MUNI - 9 San Bruno, 33 Stanyan, 47 Van Ness, 48 Quintara/24th Street. SAMTRANS - 7M. Free shuttle from BART 24th Street Station",,,,,,,,,,,,,,,,,,3/3/86,6/17/11,,,,,6/17/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599256,SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER POSITIVE HEALTH PRACTICE,,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,10599251,,Site2393,,,,,,,United States,,995 Potrero Avenue,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,CountyCity,,10599256,,,,,,,,,,John Stansell,Program Director Medical Director Head N,,,,,,,,,,,,,,,,,No,No,Wheelchair accessibility - Building entrance/restroom/all doors 32 wide/all floors are accessible/special parking. Other accessibility - Interpreter for the deaf,"Building 80, 6th Floor, Ward 86; Cross street(s): 21st Street","MUNI - 9 San Bruno, 33 Stanyan, 48 Quintara/24th Street. SAMTRANS - 7M. Free shuttle from BART 24th Street Station",,,,,,,,,,,,,,,,,,12/26/89,6/17/11,,,,,6/17/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599255,SAN FRANCISCO DEPARTMENT OF PUBLIC Health San Francisco General Hospital Medical Center Psychiatric Emergency Services,,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,10599251,,Site2394,,,,,,,United States,,"1001 Potrero Avenue, Room 1B20",,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,CityCounty,,10599255,,,,,,,,,,Rick Patel,Clinical Director Director,,,,,,,,,,,,,,,,,No,No,Wheelchair accessibility - Building entrance/restroom/all doors 32 wide/special parking. Other accessibility - Large type materials/interpreter for the deaf/information on tape or in Braille for the blind,,"MUNI -  9 San Bruno, 33 Ashbury, 48 Quintara/24th Street. SAMTRANS - 7M",,,,,,,,,,,,,,,,,,3/3/86,6/17/11,,,,,6/17/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599257,"SAN FRANCISCO DEPARTMENT OF PUBLIC Health Substance Abuse Services Outpatient Detoxification, Opiate Treatment  Outpatient Program (OTOP)",,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,10599251,,Site2399,,,,,,,United States,,"1001 Potrero Avenue, Building 90, Ward",93,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 7-11,12:30-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,CityCounty,,10599257,,,,,,,,,,Brad Shapiro,"Director, Division of Substance Abuse an",,,,Brad Shapiro,"Medical Director, OTOP",,,,,,,,,,,,No,No,Wheelchair accessibility - Building entrance/restroom/all doors 32 wide/all floors are accessible/special parking,Cross street(s): 22nd Street,"MUNI - 9 San Bruno, 33 Stanyan, 48 Quintara/24th Street. SAMTRANS - 7M. Free shuttle from BART 24th Street Station",,,,,,,,,,,,,,,,,,4/30/86,6/17/11,,,,,6/17/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599254,SAN FRANCISCO DEPARTMENT OF PUBLIC Health UCSF/San Francisco General Hospital Department of Psychiatry Stimulant Treatment Outpatient Program,,,Site,CITY AND COUNTY OF SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH SAN FRANCISCO GENERAL HOSPITAL,10599251,,Site2402,,,,,,,United States,,"3180 - 18th Street, Suite 202",,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday,11-8pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,CityCounty,,10599254,,,,,,,,,,Valerie Gruber,"Director, Division of Substance Abuse an",,,,Michael Siever,"Director, Stonewall Project",,,,,,,,,,,,No,No,Wheelchair accessibility - Building entrance/restroom/all doors 32 wide/special parking. Other accessibility - Large type materials/interpreter for the deaf/information on tape or in Braille for the blind,Cross street(s): Folsom Street,"MUNI - 14 Mission,12 Folsom, 33 Stanyan, 49 Van Ness/Mission",,,,,,,,,,,,,,,,,,6/18/01,6/17/11,,,,,6/17/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599260,UNIVERSALGIVING,,,Site,UNIVERSALGIVING,10599259,,Site3630,,,,,,,United States,,"901 Mission Street, Suite 205",,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@universalgiving.org,www.universalgiving.org,Active,,,10599260,,,,,,,,,,Pamela Hawley,CEO,phawley@universalgiving.org,,,Adriana Rabkin,Operations Manager,arabkin@universalgiving.org,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): 5th Street,"Muni: F Market, J Church, K Ingleside, L Taraval, M Ocean View, N Judah, 5 Fulton, 6 Parnassus, 9 San Bruno, 12 Folsom, 14 Mission, 21 Hayes, 27 Bryant, 30 Stockton, 31 Balboa, 45 Union-Stockton, 71 Haight-Noriega; BART: Powell Street Station",,,,,,,,,,,,,,,,,,7/5/06,8/3/11,,,,,4/26/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599270,COMING HOME HOSPICE,"CHH, CPMC",,Site,COMING HOME HOSPICE,10599269,,Site3652,,,,,,,United States,No,115 Diamond Street,,San Francisco,San Francisco,CA,94114,United States,No,,,,,CA,,United States,37.758232,-122.436161,Phone hours - 24/7 Visiting hours - 9 am - 10 pm,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,nascar@sutterhealth.org,www.cpmc.org/services/chh/index.html,Active,,,10599270,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Richard Nasca,Executive Director,nascar@sutterhealth.org,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): 18th Street,"Muni: F Market, K Ingleside, L Taraval, M Ocean View, 24 Divisadero, 33 Stanyan, 35 Eureka, 37 Corbett",,,,,,,,,,,,,,,,,,8/3/06,5/7/13,,,,FALSE,5/7/13,,,,,Kate Goyette,,,,0,,,en,,,,,,,,,,,
10599280,SAN FRANCISCO COMMUNITY AGENCIES RESPONDING TO DISASTER,"Community Agencies Responding to Disaster, SF CARD",,Site,SAN FRANCISCO COMMUNITY AGENCIES RESPONDING TO DISASTER,10599279,,Site3693,,,,,,,United States,No,1675 California Street,,San Francisco,San Francisco,CA,94109,United States,No,,,,,CA,,United States,37.793547,-122.419329,"Monday-Friday, 9-5",,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@sfcard.org,www.sfcard.org,Active,,,10599280,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brian Whitlow,Executive Director,brian@sfcard.ccsend.com,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Not wheelchair accessible at this time;,Cross street(s): Van Ness Avenue,"MUNI - 47 Van Ness, 49 Van Ness-Mission, 76 Marin Headlands",,,,,,,,,,,,,,,,,,8/22/06,1/16/13,,,,FALSE,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599300,ABRAHAM LINCOLN HIGH SCHOOL,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3715,,,,,,,United States,,"2162 24th Avenue, Room 143",,San Francisco,San Francisco,CA,94116,United States,,,,,,,,,37.744303,-122.482485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lincoln@sfwellness.org,http://www.sfwellness.org/,Active,,,10599300,,,,,,,,,,Jen Kenny-baum,Wellness Coordinator,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,9/28/06,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599299,GALILEO ACADEMY OF SCIENCE AND TECHNOLOGY,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3714,,,,,,,United States,,1150 Francisco Street,,San Francisco,San Francisco,CA,94109,United States,,,,,,,,,37.793547,-122.419329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galileo@sfwellness.org,http://www.sfwellness.org/,Active,,,10599299,,,,,,,,,,Jessica Colvin,Wellness Coordinator,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,9/28/06,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599304,JOHN O'CONNELL SCHOOL OF TECHNOLOGY,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3719,,,,,,,United States,,"2355 Folsom Street, Room 105",,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8-3:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oconnell@sfwellness.org,http://www.sfwellness.org/,Active,,,10599304,,,,,,,,,,Christine Lee,Wellness Coordinator,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,5/12/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599301,LOWELL HIGH SCHOOL,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3716,,,,,,,United States,,"1101 Eucalyptus Drive, Rooms 129/t-14",,San Francisco,San Francisco,CA,94132,United States,,,,,,,,,37.723071,-122.478381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowell@sfwellness.org,http://www.sfwellness.org/,Active,,,10599301,,,,,,,,,,Jen Krasner,Wellness Coordinator,,415-242-2575,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,5/12/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599303,MISSION HIGH SCHOOL,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3718,,,,,,,United States,,"3750 18th Street, Basement",,San Francisco,San Francisco,CA,94114,United States,,,,,,,,,37.758232,-122.436161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mission@sfwellness.org,http://www.sfwellness.org/,Active,,,10599303,,,,,,,,,,Chandra Sivakumar,Wellness Coordinator,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,5/12/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599305,PHILLIP & SALA BURTON HIGH SCHOOL,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3720,,,,,,,United States,,"400 Mansell Street, Room 217",,San Francisco,San Francisco,CA,94134,United States,,,,,,,,,37.720541,-122.408801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burton@sfwellness.org,http://www.sfwellness.org/,Active,,,10599305,,,,,,,,,,Brock Burton,Coordinator,,,,Susan Kitchell,School Nurse,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,5/12/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599298,SAN FRANCISCO WELLNESS INITIATIVE,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3711,,,,,,,United States,,"555 Franklin Street, Room 308-A",,San Francisco,San Francisco,CA,94102,United States,,,,,,,,,37.779805,-122.417362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@sfwellness.org,www.sfwellness.org,Active,,,10599298,,,,,,,,,,Carol Garcia,Superintendant,,,,Richard Caranca,Deputy Superintendant,,415-241-6121,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,5/12/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599302,THURGOOD MARSHALL ACADEMIC HIGH SCHOOL,,,Site,SAN FRANCISCO WELLNESS INITIATIVE,10599297,,Site3717,,,,,,,United States,,"45 Conkling Street, Room 124",,San Francisco,San Francisco,CA,94124,United States,,,,,,,,,37.733639,-122.390267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marshall@sfwellness.org,http://www.sfwellness.org/,Active,,,10599302,,,,,,,,,,Wendy Snider,Wellness Coordinator,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,9/28/06,5/12/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599307,AGUILAS,AsociaciÌÎ_n Gay Unida Impactando Latinos/Latinas A,,Site,AGUILAS,10599306,,Site3722,,"2261 Market Street, Box 496",,San Francisco,CA,94103,United States,,2095 Harrison  Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 9-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@aguilas.org,www.sfaguilas.org,Active,,,10599307,,,,,,,,,,"Eduardo Morales, Ph.d.",Executive Director,dremorales@aol.com,,,Erick Arguello,Volunteer Coordinator,erick@sfaguilas.org,,,,,,,,,,,No,No,Building entrance accessible;,Cross street(s): Mariposa Street,"MUNI - 12 Folsom, 22 Fillmore, 33 Stanyan",,,,,,,,,,,,,,,,,,9/28/06,4/27/11,,,,,2/20/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599315,HEALTH EDUCATION,,,Site,KAISER PERMENENTE SAN FRANCISCO MEDICAL CENTER,10599313,,Site3733,,,,,,,United States,,2241 Geary Boulevard,,San Francisco,San Francisco,CA,94115,United States,,,,,,,,,37.785588,-122.435657,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.kaiserpermanente.org,Active,,,10599315,,,,,,,,,,Vyvon Gallot,Executive Director,,,,Cait James,Senior Health Educator,cait.james@kp.org,,,,,,,,,,,No,No,Restroom accessible; Special parking; Building entrance accessible;,Cross street(s): Broderick Street,"MUNI - 24 Divisadero, 38 Geary",,,,,,,,,,,,,,,,,,10/6/06,6/17/11,,,,,12/30/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599314,KAISER PERMENENTE SAN FRANCISCO MEDICAL CENTER,,,Site,KAISER PERMENENTE SAN FRANCISCO MEDICAL CENTER,10599313,,Site3732,,,,,,,United States,,2425 Geary Boulevard,,San Francisco,San Francisco,CA,94115,United States,,,,,,,,,37.785588,-122.435657,"Information Line, 24 hours daily",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.kaiserpermanente.org,Active,,,10599314,,,,,,,,,,George C. Halvorson,Executive Director,,,,,,,,,,,,,,,,,No,No,All floors accessible; Special parking; Restroom accessible; Building entrance accessible;,Cross street(s): Baker Street,"MUNI -  24 Divisadero, 38 Geary, 43 Masonic to the Geary Campus; Limited shuttle between campuses; 44 O'Shaughnessy to the French Campus",,,,,,,,,,,,,,,,,,10/6/06,9/18/09,,,,,12/30/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599319,CENTER FOR SOMATIC PSYCHOTHERAPY,,,Site,CENTER FOR SOMATIC PSYCHOTHERAPY,10599318,,Site375,,,,,,,United States,,1119 Market Street  Suite 300,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 9-6, after hours by appointment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@ciis.edu,www.somaticpsychotherapycenter.org,Inactive,Nonprofit (501(c)(3)),,10599319,,,,,,,,,,Toni Wilhelm,Clinical Director,Twilhelm@ciis.edu,,,Becky McGovern,Counseling Center Director,,,,,,,,,,,,No,No,Building entrance accessible;,Cross street(s): 7th Street,"MUNI - 1 California, 2 Clement, 33 Arguello, 38 Geary",,,,,,,,,,,,,,,,,,1/21/87,12/15/09,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599323,RICHMOND DISTRICT NEIGHBORHOOD CENTER,"NGN, Neighborhood Grocery Network, SFFB, Supplemen",,Site,RICHMOND DISTRICT NEIGHBORHOOD CENTER,10599322,,Site3755,,,,,,,United States,,741 - 30th Avenue,,San Francisco,San Francisco,CA,94121,United States,,,,,,,,,37.778784,-122.490857,"Monday-Friday, 9-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.rdnc.org,Active,Nonprofit (501(c)(3)),,10599323,,,,,,,,,,Patricia Kaussen,Executive Director,patricia@rdnc.org,,,Dorian Luey,Operations Director,dorian@rdnc.org,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,Cross street(s): Balboa Street,"Muni: 5 Fulton, 18 - 46th Avenue, 31 Balboa, 38 Geary",,,,,,,,,,,,,,,,,,10/19/06,3/24/11,,,,,2/15/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599324,RICHMOND VILLAGE BEACON CENTER AT GEORGE WASHINGTON HIGH SCHOOL,RVB,,Site,RICHMOND DISTRICT NEIGHBORHOOD CENTER,10599322,,Site3756,,,,,,,United States,,600 - 32nd Avenue,Interim Unit 1,San Francisco,San Francisco,CA,94121,United States,,,,,,,,,37.778784,-122.490857,"Monday-Friday, 10-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,richmondvillagebeacon@gmail.com,www.rvbeacon.org,Active,Nonprofit (501(c)(3)),,10599324,,,,,,,,,,Michelle Cusano,Beacon Director,mcusano@rvbeacon.org,,,Shawn Brown,Director of Programs,sbrown@rvbeacon.org,415-831-6084,,,,,,,,,,No,No,Building entrance accessible; Special arrangements can be made; Restroom accessible; All floors accessible;,Cross street(s): Anza Street,"Muni: 5 Fulton, 18 - 46th Avenue, 31 Balboa, 38 Geary",,,,,,,,,,,,,,,,,,10/8/01,3/24/11,,,,,2/15/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599325,RICHMOND VILLAGE BEACON CENTER AT PRESIDIO MIDDLE SCHOOL,RVB,,Site,RICHMOND DISTRICT NEIGHBORHOOD CENTER,10599322,,Site3763,,,,,,,United States,No,450 - 30th Avenue,,San Francisco,San Francisco,CA,94121,United States,No,,,,,CA,,United States,37.778784,-122.490857,"Monday-Friday, 10-6",,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,richmondvillagebeacon@gmail.com,www.rvbeacon.org,Active,Nonprofit (501(c)(3)),,10599325,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Caelie Ericksen-Stark,Site Manger,caeliees@gmail.com,415-831-6084,No,Brock Ogletree,Program Manager,ogletree_b@yahoo.com,,,No,,None or unknown,,,,None or unknown,,No,No,All floors accessible; Special arrangements can be made; Restroom accessible; Building entrance accessible;,Cross street(s): Geary Blvd,"Muni: 1 California, 18 - 46th Avenue, 38 Geary",,,,,,,,,,,,,,,,,,10/20/06,1/18/13,,,,FALSE,2/15/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10599326,RICHMOND VILLAGE BEACON CENTER AT ROOSEVELT MIDDLE SCHOOL,,,Site,RICHMOND DISTRICT NEIGHBORHOOD CENTER,10599322,,Site3764,,,,,,,United States,No,460 Arguello Boulevard,,San Francisco,San Francisco,CA,94118,United States,No,,,,,CA,,United States,37.781735,-122.459432,"Monday-Friday, 10-6",,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,richmondvillagebeacon@gmail.com,www.rvbeacon.org,Active,Nonprofit (501(c)(3)),,10599326,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cassandra Terry,Site Manager,cterry@rvbeacon.org,415-531-0159,No,Brock Ogletree,Program Manager,ogletree_b@yahoo.com,,,No,,None or unknown,,,,None or unknown,,No,No,Restroom accessible; All floors accessible; Special arrangements can be made; Building entrance accessible;,Cross street(s): Geary Blvd,"Muni: 1 California, 2 Clement, 33 Stanyan, 38 Geary",,,,,,,,,,,,,,,,,,10/20/06,1/18/13,,,,FALSE,2/15/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
